,Rented Bike Count,0,1,2,3,4,5,6,7
0,254,-1.1434276873284865,1.7206072933443806,0.576781751747028,0.17189619077850332,-0.362174154595007,-0.5098983854650362,1.001662845467986,-0.057252979467689404
1,204,-0.9322723143035673,1.855251812245078,0.18501035691158657,0.3506324309539831,-0.9433998962154984,-0.8112762324927854,0.434694190301113,-0.07033578778464267
2,173,-0.9633230710298524,1.8438901810464028,0.25145041751086855,0.32278480218538574,-0.8069220164022708,-0.760836554167736,0.4404542658547314,-0.05211130392421518
3,107,-0.9433349636982475,1.8497508582502398,0.2278292681685405,0.3312310947709441,-0.8022153047287954,-0.7799560318557749,0.3392913698343739,-0.04050506856686019
4,78,-1.2156299467931404,1.7103866020073921,0.6881436209249591,0.20310209229351545,-0.14320345487334826,-0.5069541085247403,0.7594003370805172,-0.02847819428316189
5,100,-1.0965804519947036,1.7921464239264648,0.46918477409827175,0.3050115241407567,-0.4558902736732523,-0.6758326796428384,0.4070520067590178,-0.02977620914880375
6,181,-1.1092339534181623,1.817249517977715,0.45596492747591333,0.3644782388798634,-0.5114281999630272,-0.7343171884354521,0.25993066888524274,-0.03647417172435275
7,460,-1.0270831556526983,1.8702559014833864,0.3316058562681995,0.3929548148828345,-0.6384841760717743,-0.7985936221442338,0.05683050099306413,-0.01804450796343172
8,930,-1.086008044789452,1.847400228251071,0.42377849387953526,0.3858382672688668,-0.514347135926471,-0.7623978799265545,0.0552303877683129,-0.009835940708442967
9,490,-1.1858795595830263,1.7559792864477857,0.47637817812480676,0.5129764845866472,-0.9019513538780447,-0.9072273005658718,-0.3032927256633766,-0.02258386476747418
10,339,-1.393886054744083,1.2941680512915716,0.8732704494034846,0.3911032580551538,-0.7397845841187427,-0.7845641043418988,-0.1549054609847086,0.03788466672422464
11,360,-1.462703117022482,0.98951122196424,1.0341654600598706,0.31172148607268585,-0.7913701370581308,-0.7571045956690479,-0.2399733084098009,0.08214146635988603
12,449,-1.4423738233037213,0.7454141439722902,1.0851045763430713,0.24949341874586206,-0.7435700432799492,-0.7657259741477142,-0.26221200508563974,0.11759900961396044
13,451,-1.4349016534660757,0.6406033247073966,1.134515848611465,0.18320599425636946,-0.6115203155468331,-0.7211279240942867,-0.25511870303795753,0.14703373011509963
14,447,-1.4293297692860618,0.6580780349306833,1.1691463987845867,0.14434424068290563,-0.29129403757058503,-0.6665488711610328,-0.15834476488318525,0.1396686317150309
15,463,-1.3442001999171185,0.8249204341681445,1.1888348981447436,-0.043123089453111274,0.5922316045898972,-0.41542856623128827,0.28947647927036474,0.1448833917786208
16,484,-0.9690993923000003,1.007035122726358,1.0475019186139627,-0.9107785041201638,1.2199765458220095,0.3845377186828689,0.36440390662808547,0.3926490764530685
17,555,-0.6946025808434547,1.252631440758497,0.30156701639762584,0.0037540554617320494,0.30326535525619774,-0.6964823222309681,-0.2988004190393415,0.17136448497595116
18,862,-0.5403668081882346,1.3112863550183627,0.1321681662499088,-0.04205573049229847,0.33591268999048146,-0.7051665807147554,-0.40491491568971966,0.2047380188923102
19,600,-0.45182248833462024,1.2884575448903728,0.11639246088970683,-0.19663996213920934,0.5573949596726587,-0.5664425729850618,-0.33289849928986404,0.2789969569425215
20,426,-0.3945750389698215,1.318918010093928,0.050601732797376855,-0.22599847483674074,0.5109635037650673,-0.5614815673514291,-0.48956295260217675,0.3067318198567864
21,405,-0.2439508332175135,1.4166398342859543,-0.16546696115028411,-0.256021670228111,0.22543540276501253,-0.6039307012512813,-0.860856659650703,0.34542736055487
22,398,-0.2799849132579874,1.3718242844751447,0.004273109937986379,-0.5112309298969793,0.5667404103598219,-0.311871977724619,-0.7505952074906362,0.4215075967804029
23,323,-0.18869674580016266,1.4372121909340732,-0.13672587939350903,-0.5030395407617754,0.3779868615517168,-0.36579502244122286,-1.0249600639283476,0.4424287140998826
24,328,-0.005335038112525093,1.6882748782511856,-0.472087802286789,-0.8038018721666038,-0.6801619634168402,-0.05740447130730921,0.5194986417306476,0.3278048913933083
25,308,0.039575953049728295,1.7461724098916802,-0.5813212150303063,-0.7184077928390195,-0.8677332137937499,-0.17128060151531765,0.267046070990604,0.32197646897041815
