,Strength,0,1,2,3,4
0,79.99,0.21475133255608156,-0.3963536763048804,1.1798136536916204,0.12537914726191604,1.7915283922019576
1,61.89,0.21709196159964242,-0.4052602337736058,1.3168096777501943,0.11215302381231239,1.7728010483638752
2,40.27,5.606083532227896,-0.43513923234569213,-0.40713397349106256,0.606247840929937,0.28093251531436275
3,41.05,7.384074657322429,0.29503665359300035,-0.3997835687473678,0.4422007831480998,0.2924896646574448
4,44.3,6.291731589405839,2.4591085508211927,-0.15677423125388779,-0.4233622957210066,-0.8693088345561868
5,47.03,1.9942712010037953,-1.3174284550642834,-0.5573836143348683,0.48317052340752986,-0.3370950812752608
6,43.7,7.373648364121937,0.29918438835363104,-0.33454961342504336,0.18014949563169053,0.5612404961583302
7,36.45,1.0664587940497514,-2.2910184912394143,-0.3606242070947815,0.7620848479735761,0.5202430295412918
8,45.85,0.8338980456789421,-1.7939642964137457,-0.562180720588648,0.5902328137493604,-0.34463764189916696
9,39.29,1.0456062076487658,-2.2827230217181533,-0.2301562964501328,0.23798227294075733,1.0577446925430627
10,38.07,1.23849365492664,0.38387182236385664,-0.17766485526228332,0.04287671060632015,-0.902155469531262
11,28.02,0.078120499601787,-0.09266401898560572,-0.18246196151606303,0.14993900094815074,-0.9096980301551683
12,43.01,5.58523094582691,-0.4268437628244312,-0.27666606284641376,0.08214526589711825,0.8184341783161336
13,42.33,2.010953270124584,-1.3240648306812919,-0.6617579428505872,0.9024525834337849,-0.7670964116766775
14,47.81,0.8255570111185478,-1.7906461086052412,-0.5099935563307885,0.3805917837362329,-0.12963697669845856
15,52.91,1.9692480973226125,-1.3074738916387703,-0.4008221215612898,-0.14575256663185263,0.30790691432686446
16,39.36,1.3220859698359806,0.21605992477145888,0.3868087938230556,0.4806404553091118,-1.2642882972177405
17,56.14,7.1244055466303395,0.8028749587963083,-0.4317317984031909,-0.41098459861878023,0.1263611551192883
18,40.56,2.2268319493746045,-1.814482649889952,-0.3558271008410018,0.6550225576317456,0.527785590165198
19,42.62,3.8903920078000183,-1.1144416042162457,-0.21839564886022125,-0.02449301951018215,1.076236131491994
20,41.84,3.9008183010005113,-1.1185893389768764,-0.28362960418254557,0.23755826800622715,0.8074852999911085
21,28.24,0.16171281451112748,-0.26047591657800345,0.3820116875692759,0.5877027456509424,-1.2718308578416466
22,8.06,-0.3061795868295391,-0.45262746550923827,0.3800773705314615,0.6308730240145838,-1.2748722129319314
23,44.21,3.00649861466238,0.9078055009239041,0.39377233515918747,0.3252274532000029,-1.2533394188927154
24,52.52,7.116064512069945,0.8061931466048128,-0.3795446341453314,-0.6206256286319076,0.34136182031999673
25,53.3,5.338073386975411,0.07601726066612031,-0.38689503888902615,-0.4565785708500704,0.3298046709769147
26,41.15,5.595657239027403,-0.43099149758506144,-0.3419000181687381,0.34419655341352773,0.5496833468152481
27,52.12,3.662001776709406,-0.6190465032948294,-0.4460457444830175,-0.09152453872783411,0.10385512745118115
28,37.43,1.0560325008492586,-2.286870756478784,-0.29539025177245715,0.5000335604571666,0.7889938610421773
29,38.6,0.6525765905226059,-2.4441303228203908,-0.2317811227618969,0.27424530676621606,1.0551899542672234
30,55.26,7.132746581190734,0.7995567709878041,-0.48391896266105033,-0.20134356860565267,-0.0886395100814201
31,52.91,7.141087615751128,0.7962385831792996,-0.5361061269189099,0.008297461407474827,-0.3036401752821285
32,41.72,2.9229062997530395,1.0756173985163018,-0.17070131392615148,-0.11253629150278874,-0.891206591206237
33,42.13,5.574804652626418,-0.4226960280638005,-0.2114321075240894,-0.17990602161929103,1.087185009817019
34,53.69,7.157769684871916,0.7896022075622912,-0.6404804554346288,0.42757952143372985,-0.7336415056835454
35,38.41,5.6269361186288815,-0.4434347018669526,-0.5376018841357113,1.1303504159627558,-0.2565691476874082
36,30.08,1.0977376736512299,-2.3034616955213054,-0.5563260730617547,1.5482387105228042,-0.2860094649613646
37,37.72,2.2372582425750975,-1.8186303846505827,-0.42106105616332623,0.9170738451481548,0.2590347586643125
38,42.23,2.205979362973619,-1.806187180368691,-0.2253591901963531,0.13091998259892673,1.0652872531669688
39,36.25,3.9425234738024826,-1.1351802780193978,-0.5445654254718432,1.2857634180718647,-0.2675180260124333
40,50.46,1.9775891318830068,-1.3107920794472747,-0.45300928581914934,0.06388846338127478,0.09290624912615604
41,43.7,7.363222070921444,0.3033321231142613,-0.269315658102719,-0.08190179188471898,0.8299913276592157
42,39.0,7.4049272437234155,0.2867411840717399,-0.5302514793920167,0.9663033581809185,-0.24501199834432613
43,53.1,3.653660742149012,-0.6157283154863249,-0.39385858022515796,-0.3011655687409615,0.31885579265188957
